Name_1990,Name_2020,AGS_1990,AGS_1991,AGS_1992,AGS_1993,AGS_1994,AGS_1995,AGS_1996,AGS_1997,AGS_1998,AGS_1999,AGS_2000,AGS_2001,AGS_2002,AGS_2003,AGS_2004,AGS_2005,AGS_2006,AGS_2007,AGS_2008,AGS_2009,AGS_2010,AGS_2011,AGS_2012,AGS_2013,AGS_2014,AGS_2015,AGS_2016,AGS_2017,AGS_2018,AGS_2019,AGS_2020
Hummelshain,Hummelshain,16025260,16025260,16025260,16025260,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042,16074042
Jenaloebnitz,Jenalöbnitz,16025290,16025290,16025290,16025290,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043,16074043
"Kahla, Stadt","Kahla, Stadt",16025310,16025310,16025310,16025310,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044,16074044
Kleineutersdorf,Kleineutersdorf,16025320,16025320,16025320,16025320,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048,16074048
Lehesten,Lehesten,16025350,16025350,16025350,16025350,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051,16074051
Lindig,Lindig,16025370,16025370,16025370,16025370,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052,16074052
Loeberschuetz,Löberschütz,16025380,16025380,16025380,16025380,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054,16074054
Neuengoenna,Neuengönna,16025430,16025430,16025430,16025430,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063,16074063
"Orlamuende, Stadt","Orlamünde, Stadt",16025440,16025440,16025440,16025440,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065,16074065
Reinstaedt,Reinstädt,16025450,16025450,16025450,16025450,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076,16074076
Rothenstein,Rothenstein,16025480,16025480,16025480,16025480,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079,16074079
Schoeps,Schöps,16025500,16025500,16025500,16025500,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087,16074087
Seitenroda,Seitenroda,16025510,16025510,16025510,16025510,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089,16074089
Sulza,Sulza,16025530,16025530,16025530,16025530,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095,16074095
Tautenburg,Tautenburg,16025540,16025540,16025540,16025540,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096,16074096
Wichmar,Wichmar,16025570,16025570,16025570,16025570,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112,16074112
Zimmern,Zimmern,16025580,16025580,16025580,16025580,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113,16074113
Zoellnitz,Zöllnitz,16025600,16025600,16025600,16025600,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114,16074114
Alterstedt,Schönstedt,16026010,16026010,16026010,16026010,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058
Schoenstedt,Schönstedt,16026350,16026350,16026350,16026350,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058,16064058
Aschara,"Bad Langensalza, Stadt",16026020,16026020,16026020,16026020,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
"Bad Langensalza, Stadt","Bad Langensalza, Stadt",16026030,16026030,16026030,16026030,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Eckardtsleben,"Bad Langensalza, Stadt",16026110,16026110,16026030,16026030,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Illeben,"Bad Langensalza, Stadt",16026210,16026210,16026030,16026030,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Grumbach,"Bad Langensalza, Stadt",16026160,16026160,16026160,16026030,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Henningsleben,"Bad Langensalza, Stadt",16026180,16026180,16026180,16026030,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Waldstedt,"Bad Langensalza, Stadt",16026410,16026410,16026410,16026030,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Wiegleben,"Bad Langensalza, Stadt",16026430,16026430,16026430,16026030,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Grosswelsbach,"Bad Langensalza, Stadt",16026150,16026150,16026150,16026150,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Merxleben,"Bad Langensalza, Stadt",16026290,16026290,16026290,16026290,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Naegelstedt,"Bad Langensalza, Stadt",16026320,16026320,16026320,16026320,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
"Thamsbrueck, Stadt","Bad Langensalza, Stadt",16026380,16026380,16026380,16026380,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Zimmern,"Bad Langensalza, Stadt",16026450,16026450,16026450,16026450,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003,16064003
Klettstedt,"Bad Langensalza, Stadt",16026270,16026270,16026270,16026270,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064036,16064003,16064003
Ballhausen,Ballhausen,16026040,16026040,16026040,16026040,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005,16064005
Blankenburg,Blankenburg,16026060,16026060,16026060,16026060,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007,16064007
Bothenheilingen,"Nottherthal-Heinger Höhen, Stadt",16026070,16026070,16026070,16026070,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064008,16064077,16064077
Issersheilingen,"Nottherthal-Heinger Höhen, Stadt",16026220,16026220,16026220,16026220,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064029,16064077,16064077
Kleinwelsbach,"Nottherthal-Heinger Höhen, Stadt",16026260,16026260,16026260,16026260,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064035,16064077,16064077
Neunheilingen,"Nottherthal-Heinger Höhen, Stadt",16026330,16026330,16026330,16026330,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064048,16064077,16064077
Hohenbergen,"Nottherthal-Heinger Höhen, Stadt",16029210,16029210,16029210,16029210,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064077,16064077
Mehrstedt,"Nottherthal-Heinger Höhen, Stadt",16029330,16029330,16029330,16029330,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064077,16064077
"Schlotheim, Stadt","Nottherthal-Heinger Höhen, Stadt",16029430,16029430,16029430,16029430,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064057,16064077,16064077
Obermehler,"Nottherthal-Heinger Höhen, Stadt",16029380,16029380,16029380,16029380,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064052,16064077,16064077
Bruchstedt,Bruchstedt,16026080,16026080,16026080,16026080,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009,16064009
Burgtonna,Tonna,16026090,16026090,16026090,16026460,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067
Graefentonna,Tonna,16026120,16026120,16026120,16026460,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067,16067067
Urleben,Urleben,16026130,16026130,16026130,16026130,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064,16064064
Grossvargula,Großvargula,16026140,16026140,16026140,16026140,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019,16064019
Haussoemmern,Haussömmern,16026170,16026170,16026170,16026170,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021,16064021
